,launch_angle,launch_speed,estimated_ba_using_speedangle,events
426,48,62.5,0.194,field_out
474,-6,97.5,0.266,single
506,44,76.6,0.071,field_out
594,0,88.6,0.303,field_out
708,12,92.6,0.854,double
800,-4,88.6,0.223,field_out
925,38,98.7,0.166,home_run
1373,-8,105.3,0.291,field_out
1499,39,77.8,0.04,field_out
1649,-15,79.2,0.057,single
1738,43,99.9,0.077,field_out
1749,-21,56.3,0.077,field_out
2102,52,76.8,0.077,field_out
2348,29,108.0,0.98,home_run
2661,32,96.6,0.294,home_run
1853,7,96.5,0.569,field_out
2473,67,83.5,0.003,field_out
2672,11,109.3,0.926,single
2413,36,71.7,0.471,field_out
2781,84,87.1,0.003,field_out
2748,38,96.9,0.114,field_out
2806,5,97.4,0.529,single
1473,26,102.3,0.794,home_run
1755,13,100.5,0.857,double
2179,5,98.9,0.52,single
2816,37,107.9,0.743,home_run
1183,26,99.7,0.603,double
1218,36,73.7,0.271,sac_fly
1309,27,99.2,0.506,double
955,-7,87.4,0.163,field_out
1813,7,90.6,0.497,double
2219,78,71.5,0.003,field_out
1973,-12,94.8,0.163,field_out
2188,12,97.5,0.917,single
2526,26,85.9,0.114,field_out
2789,-63,69.5,0.257,field_out
1297,-30,85.3,0.066,single
1887,32,109.8,0.983,home_run
33,3,62.8,0.143,field_out
51,-26,66.7,0.046,field_out
53,-2,80.7,0.174,single
71,14,98.6,0.843,single
89,-33,70.3,0.051,field_out
12,-58,31.2,0.163,field_out
19,57,90.5,0.009,field_out
48,74,82.3,0.0,field_out
119,-34,60.3,0.057,field_out
174,69,62.3,0.0,field_out
325,45,84.0,0.014,field_out
106,53,84.0,0.026,field_out
463,2,102.3,0.5,field_out
515,-30,75.4,0.077,field_out
429,36,99.6,0.309,field_out
620,50,80.3,0.037,field_out
767,23,107.6,0.963,home_run
813,40,87.3,0.009,field_out
481,25,92.9,0.154,field_out
558,61,85.1,0.017,field_out
1168,41,65.8,0.451,field_out
1261,-43,83.8,0.074,field_out
1083,16,84.3,0.951,single
1330,35,86.1,0.02,field_out
1507,37,52.0,0.237,field_out
1561,10,93.4,0.631,single
1706,9,103.5,0.757,single
2487,-22,52.2,0.114,double
2746,20,91.6,0.383,single
1737,-7,101.2,0.26,field_error
1933,17,70.0,0.694,field_out
2105,39,94.5,0.026,field_out
2172,42,109.4,0.491,home_run
2989,-37,73.8,0.06,field_out
3660,4,103.5,0.571,field_out
4001,-34,82.2,0.049,field_out
4229,31,96.8,0.326,field_out
2627,-29,107.3,0.131,double
2670,13,104.1,0.886,single
2998,19,100.2,0.369,double
3118,-11,103.9,0.294,single
3238,14,92.4,0.951,single
1913,-12,89.6,0.126,field_out
2178,43,92.5,0.006,sac_fly
2560,-71,40.2,0.137,field_out
2684,-22,90.9,0.077,fielders_choice
3564,7,97.2,0.597,single
4235,5,37.8,0.231,single
3805,-20,104.1,0.146,field_out
4035,-12,100.9,0.191,field_out
4080,0,100.1,0.423,field_out
98,39,81.2,0.017,field_out
183,38,99.9,0.209,field_out
208,29,101.2,0.649,field_out
326,-17,36.3,0.26,single
3995,19,91.6,0.446,field_out
360,2,89.9,0.38,field_out
423,11,91.8,0.749,double
457,69,86.0,0.006,field_out
343,23,95.4,0.197,field_out
745,14,103.8,0.751,double
812,-13,99.9,0.2,field_out
535,-11,99.0,0.246,field_out
668,10,105.8,0.823,single
735,71,83.5,0.003,field_out
995,8,81.0,0.383,grounded_into_double_play
1165,6,90.2,0.503,single
1421,-24,90.2,0.111,single
1516,78,80.8,0.003,field_out
1568,29,85.2,0.063,double
1004,-1,97.5,0.391,field_out
1057,61,69.6,0.011,field_out
1584,-12,96.5,0.189,force_out
1997,-47,34.7,0.206,field_out
1836,-7,86.1,0.189,grounded_into_double_play
1891,37,97.6,0.169,field_out
1933,22,75.0,0.94,single
2266,17,103.9,0.54,double
2419,47,74.8,0.126,field_out
2585,-5,100.0,0.291,field_out
2037,-20,89.8,0.103,field_out
3264,1,89.1,0.323,single
3850,11,92.3,0.749,double
4019,25,104.4,0.9,home_run
2742,33,96.7,0.257,double
2980,17,99.5,0.46,double
3252,-1,95.7,0.326,grounded_into_double_play
3514,28,98.4,0.403,single
3439,-33,74.9,0.066,field_out
3589,-14,98.9,0.22,field_out
3974,24,96.3,0.266,field_out
22,18,97.5,0.409,field_out
154,37,80.8,0.023,field_out
3271,-21,94.2,0.117,field_out
3500,22,83.1,0.526,field_out
4024,-36,80.8,0.071,field_out
402,33,86.6,0.029,field_out
450,-3,101.7,0.354,single
558,35,87.8,0.026,field_out
574,42,97.7,0.074,field_out
2025,-6,93.7,0.249,field_out
2868,6,95.1,0.494,single
3695,76,76.9,0.0,field_out
3820,-58,76.0,0.32,single
605,34,39.3,0.223,field_out
910,-41,77.7,0.091,field_out
2489,39,82.9,0.011,sac_fly
2658,-67,34.7,0.134,sac_bunt
3427,12,100.2,0.897,single
997,45,89.3,0.006,field_out
1031,1,71.4,0.111,grounded_into_double_play
1089,-16,94.3,0.143,single
279,68,79.0,0.006,field_out
455,18,88.8,0.706,field_out
555,5,101.6,0.574,field_out
1480,48,87.8,0.011,field_out
715,13,102.2,0.886,single
964,27,91.8,0.109,field_out
1601,20,98.4,0.334,field_out
1634,18,86.8,0.746,field_out
1768,-7,94.3,0.209,field_out
1141,27,100.7,0.7,field_out
1318,55,90.2,0.011,field_out
1631,37,83.6,0.011,field_out
2162,43,85.5,0.003,field_out
2679,17,88.3,0.843,single
1728,56,80.5,0.026,field_out
1802,7,93.3,0.597,field_error
1966,35,90.4,0.046,field_out
2161,-4,85.5,0.117,field_out
3158,36,102.6,0.489,field_out
2617,1,73.0,0.134,force_out
3063,9,102.3,0.76,single
3638,18,79.9,0.963,single
3889,12,86.8,0.729,single
4203,31,79.4,0.063,field_out
4197,15,100.6,0.609,field_out
3009,40,84.9,0.011,field_out
3625,28,91.5,0.1,field_out
3942,20,98.3,0.334,field_out
2328,0,88.6,0.303,grounded_into_double_play
2801,13,101.6,0.886,single
3154,49,96.9,0.009,field_out
48,55,88.8,0.011,field_out
91,43,84.1,0.003,field_out
161,30,90.8,0.066,field_out
2427,-34,87.8,0.057,field_error
2675,-47,67.5,0.191,field_out
4116,51,80.5,0.031,field_out
317,-39,44.1,0.24,field_out
350,-18,85.1,0.094,field_out
135,-16,96.4,0.177,force_out
265,26,77.3,0.497,single
428,-21,53.6,0.086,force_out
511,43,93.7,0.014,field_out
575,59,89.8,0.011,field_out
602,51,93.4,0.009,field_out
638,17,93.1,0.654,single
659,0,98.6,0.429,single
842,-26,92.8,0.083,single
939,40,91.8,0.017,field_out
1118,52,87.3,0.023,field_out
1003,-48,86.2,0.1,field_out
1056,61,77.7,0.011,double_play
1181,-23,53.1,0.117,single
1309,53,79.7,0.04,field_out
1465,-46,61.3,0.189,field_out
1531,55,95.3,0.0,field_out
1681,13,77.1,0.446,single
1739,2,93.3,0.391,single
1322,63,95.8,0.009,field_out
1533,-26,80.1,0.049,force_out
1771,-16,99.0,0.2,field_error
1820,2,106.7,0.503,field_out
1938,-24,87.1,0.117,field_out
1984,-16,67.9,0.051,force_out
2592,-33,97.6,0.071,field_out
2798,32,102.3,0.669,home_run
3044,20,96.3,0.317,triple
4060,-50,81.8,0.154,field_error
2335,20,95.6,0.317,field_out
2586,14,106.3,0.717,single
2840,43,105.3,0.28,field_out
3202,38,96.8,0.114,field_out
4279,15,100.9,0.609,single
2972,76,85.0,0.006,field_out
3303,-42,76.9,0.091,field_out
2184,5,65.5,0.18,field_out
3479,-16,68.2,0.051,field_out
2133,-37,78.3,0.071,field_out
2307,1,99.0,0.48,single
3031,20,85.6,0.574,field_out
2633,31,91.9,0.08,field_out
2671,33,96.8,0.257,field_out
3478,19,79.4,0.951,single
3671,13,101.6,0.886,single
3745,57,84.7,0.02,field_out
3707,-19,107.2,0.171,grounded_into_double_play
62,23,99.3,0.446,single
113,11,108.1,0.914,single
21,24,92.2,0.149,double
97,11,110.7,0.894,double
137,13,114.4,0.803,single
180,-4,92.1,0.283,field_out
192,12,72.1,0.34,force_out
419,-6,68.6,0.109,single
434,4,94.4,0.489,field_out
564,16,104.4,0.609,double
633,31,73.4,0.514,single
253,18,99.3,0.403,field_out
273,-5,98.3,0.26,single
382,-13,94.9,0.174,grounded_into_double_play
498,2,105.3,0.486,single
652,18,102.3,0.469,field_out
752,38,89.3,0.014,field_out
581,7,100.6,0.594,single
882,0,91.3,0.303,double
986,24,78.9,0.594,field_out
1234,6,99.0,0.534,single
976,25,84.1,0.143,field_out
1069,8,103.5,0.686,field_out
1201,-17,79.8,0.057,fielders_choice
1479,27,88.3,0.071,field_out
1608,-17,96.0,0.154,grounded_into_double_play
2105,14,109.1,0.714,single
1789,-4,102.1,0.354,field_out
1925,43,76.7,0.06,field_out
2185,5,64.1,0.177,field_out
2442,-3,108.6,0.454,grounded_into_double_play
2791,12,92.5,0.854,single
3799,23,82.9,0.369,field_out
2389,-1,92.2,0.309,field_out
2507,28,93.6,0.157,home_run
3177,45,86.5,0.006,field_out
4034,37,97.0,0.149,field_out
2766,-7,88.9,0.171,field_out
3515,-6,67.5,0.106,field_out
3930,30,103.6,0.88,home_run
4085,16,65.5,0.417,field_out
2688,-9,92.2,0.22,field_out
2761,19,101.6,0.449,field_out
3109,21,91.2,0.283,field_out
3051,3,106.8,0.52,single
3555,9,107.9,0.774,double
3977,-61,76.5,0.323,field_out
4055,42,99.8,0.086,field_out
4158,17,90.0,0.771,single
4242,56,95.7,0.009,field_out
2,22,57.9,0.34,field_out
186,-14,83.3,0.106,field_out
1226,16,91.4,0.866,double
1598,26,70.0,0.963,single
196,-11,81.1,0.109,field_out
516,-22,101.6,0.131,single
1641,11,93.0,0.754,field_out
714,30,77.9,0.103,field_out
768,22,19.2,0.269,sac_bunt
794,10,79.3,0.406,field_out
1054,17,60.9,0.3,single
2282,17,94.5,0.577,field_out
2433,13,101.2,0.857,single
2622,-46,78.7,0.109,field_out
3100,23,94.6,0.197,field_out
1384,17,104.3,0.54,field_out
3175,23,97.5,0.337,field_out
3400,39,79.4,0.031,field_out
3723,47,80.9,0.037,field_out
4091,22,81.9,0.623,single
1425,33,78.6,0.06,field_out
1579,-5,98.7,0.291,field_out
616,-54,70.8,0.237,single
738,21,71.7,0.96,double
858,7,105.0,0.666,field_out
929,-60,52.5,0.24,sac_bunt
1194,44,71.0,0.306,single
1996,-45,90.6,0.097,field_out
1241,42,89.5,0.0,field_out
1302,20,96.8,0.297,sac_fly
1507,-25,24.7,0.246,sac_bunt
1620,13,72.6,0.386,single
2660,-16,55.7,0.06,field_out
2935,36,44.4,0.203,field_out
3220,-7,108.8,0.391,single
3255,50,66.6,0.174,double
4094,27,93.1,0.154,field_out
2968,8,91.1,0.477,single
3725,20,97.9,0.334,field_out
4179,17,94.0,0.577,field_out
2799,11,77.6,0.386,field_out
1312,21,102.2,0.509,home_run
3010,72,60.8,0.003,field_out
3871,32,86.1,0.029,field_out
1930,12,91.3,0.823,single
1986,20,70.2,0.871,single
2220,55,96.3,0.003,field_out
3178,13,106.8,0.817,double
2274,-41,59.8,0.12,field_out
2879,34,93.0,0.083,field_out
3631,-18,90.1,0.106,field_out
3016,18,109.9,0.774,double
3639,-59,58.1,0.286,single
2517,45,86.6,0.009,field_out
3057,19,101.2,0.42,double
3141,50,70.6,0.194,field_out
3413,14,75.6,0.56,field_out
1085,18,103.9,0.517,double
1171,-10,80.8,0.1,field_error
1338,51,88.7,0.017,field_out
1449,19,97.2,0.326,field_out
2781,83,56.1,0.003,field_out
3586,-1,76.8,0.131,force_out
1571,-2,101.0,0.389,field_out
1735,11,99.7,0.849,single
1851,3,81.3,0.283,grounded_into_double_play
2288,-28,44.3,0.22,field_out
2462,-8,67.3,0.083,field_out
2375,-32,56.0,0.103,field_out
2588,16,109.5,0.683,double
3999,9,95.9,0.674,single
4239,1,91.1,0.357,single
3646,-13,82.7,0.117,field_out
4147,-2,93.0,0.329,field_out
3904,-69,40.1,0.129,sac_bunt
3997,-9,98.6,0.254,field_out
2005,-6,102.9,0.323,field_out
2217,66,92.5,0.003,field_out
2334,-48,34.8,0.189,sac_bunt
2787,24,103.0,0.789,field_out
4008,52,99.6,0.009,field_out
3026,55,88.0,0.011,field_out
3727,-12,98.2,0.243,field_out
3212,40,90.1,0.009,field_out
3669,27,103.4,0.866,field_out
3931,39,84.8,0.017,field_out
4284,22,71.7,0.98,single
3129,-18,101.6,0.16,single
3432,-21,104.7,0.16,grounded_into_double_play
3740,9,102.8,0.749,single
4182,26,64.5,0.846,single
1158,60,79.5,0.014,field_out
6,11,95.7,0.8,field_out
33,18,101.8,0.469,field_out
1887,-15,93.3,0.166,field_out
276,-10,107.9,0.297,field_out
336,-1,101.4,0.423,field_out
430,19,107.3,0.754,field_out
709,-72,35.3,0.117,sac_bunt
760,11,95.3,0.783,single
864,78,84.0,0.006,field_out
1027,40,80.4,0.02,field_out
887,-5,108.2,0.42,field_out
923,43,86.1,0.003,sac_fly
1186,-9,96.4,0.206,force_out
1242,5,68.8,0.223,fielders_choice_out
1451,37,99.8,0.266,field_out
1609,19,92.6,0.454,single
1749,27,103.0,0.866,field_out
2345,47,84.9,0.017,field_out
2934,38,80.3,0.026,field_out
2233,2,101.6,0.5,field_out
2854,-4,105.0,0.386,field_out
3148,24,99.3,0.466,field_out
3527,28,105.9,0.931,field_out
3892,39,98.5,0.111,field_out
3106,-14,97.2,0.223,grounded_into_double_play
3612,18,94.6,0.449,single
4280,5,104.0,0.557,field_out
3734,29,95.6,0.294,field_out
3081,74,77.2,0.0,field_out
2953,25,99.5,0.471,field_out
3706,55,73.1,0.08,field_out
4149,8,103.6,0.663,single
2401,71,67.3,0.003,field_out
2811,62,94.8,0.011,field_out
3851,29,82.3,0.086,double
4061,37,96.3,0.109,field_out
2958,-14,68.9,0.077,field_out
4119,26,87.1,0.117,field_out
3523,28,90.1,0.071,field_out
3614,34,98.8,0.289,field_out
14,38,87.7,0.014,field_out
31,51,86.7,0.017,field_out
82,29,104.6,0.883,home_run
348,-13,100.4,0.2,field_out
379,19,117.4,0.9,home_run
512,-36,75.1,0.051,field_out
531,41,96.0,0.06,field_out
629,47,91.3,0.0,field_out
764,69,95.3,0.009,field_out
584,3,85.8,0.32,field_out
746,-21,62.4,0.057,force_out
985,8,105.8,0.703,double
1015,10,101.0,0.769,field_out
979,-34,57.8,0.071,field_out
1327,59,72.1,0.034,single
1335,5,96.2,0.546,single
1378,14,104.1,0.751,double
2006,-7,98.1,0.231,field_out
2123,34,87.5,0.026,field_out
2884,2,73.2,0.111,single
3643,32,69.8,0.763,field_out
2943,20,90.9,0.374,field_out
3337,9,86.3,0.469,field_out
3645,-37,79.7,0.077,field_out
4155,-7,102.5,0.3,field_out
3127,-13,101.0,0.189,field_out
3829,-15,92.4,0.143,grounded_into_double_play
4141,16,86.8,0.943,single
2951,5,74.8,0.203,field_out
3540,-2,100.2,0.346,field_out
2380,45,60.2,0.226,field_out
3642,-22,94.3,0.1,field_out
3495,61,88.6,0.023,field_out
3859,-3,83.1,0.16,grounded_into_double_play
293,-1,77.0,0.131,force_out
3558,-25,75.9,0.043,grounded_into_double_play
143,0,100.1,0.423,field_out
230,18,83.3,0.931,single
246,28,107.8,0.971,home_run
327,-49,68.0,0.206,single
465,27,103.6,0.889,home_run
662,-16,69.0,0.06,field_out
725,-13,69.4,0.074,field_out
838,-41,80.4,0.1,field_out
743,-76,60.8,0.171,field_out
862,-1,104.7,0.426,single
944,19,80.8,0.931,single
994,-40,83.0,0.08,field_out
1068,68,79.1,0.006,field_out
1105,31,96.3,0.263,field_out
1159,56,84.9,0.029,field_out
1208,-16,104.5,0.183,field_out
1124,-34,51.3,0.146,field_out
1182,74,68.9,0.003,field_out
1467,-42,91.3,0.066,grounded_into_double_play
1523,14,78.5,0.689,field_error
1721,-57,33.9,0.163,force_out
1813,39,71.8,0.366,single
1912,21,98.3,0.334,field_out
2287,12,102.6,0.914,double
2459,24,86.4,0.166,field_out
3125,10,97.1,0.783,double
3446,-4,93.4,0.294,field_out
3777,24,102.5,0.789,triple
2420,-10,92.7,0.18,force_out
2822,13,82.1,0.637,single
2979,34,99.9,0.363,field_out
3618,13,95.1,0.929,field_out
4058,3,114.5,0.64,field_error
3443,4,64.8,0.163,field_out
3720,-15,91.8,0.143,grounded_into_double_play
4114,-21,78.3,0.054,single
2140,13,110.2,0.817,field_out
3155,12,104.8,0.894,single
3429,53,101.8,0.011,field_out
3735,2,108.9,0.569,single
1921,28,78.4,0.237,field_out
3289,32,98.5,0.363,field_out
3664,12,79.6,0.506,field_out
2606,17,108.8,0.666,double
4138,42,83.1,0.009,field_out
2888,33,102.5,0.683,home_run
3907,17,85.6,0.931,single
217,60,74.7,0.014,field_out
257,51,94.3,0.006,field_out
123,45,95.0,0.006,field_out
248,69,87.8,0.009,field_out
460,16,102.5,0.58,double
493,40,89.6,0.009,field_out
530,12,101.5,0.9,single
572,78,63.3,0.006,field_out
620,78,85.7,0.009,field_out
592,7,86.1,0.431,force_out
806,36,94.3,0.077,field_out
658,51,80.8,0.031,field_out
807,13,109.1,0.8,field_out
821,45,85.7,0.006,field_out
1212,-22,89.2,0.1,field_out
1484,18,86.2,0.826,single
1635,24,108.3,0.966,home_run
1078,23,95.7,0.243,field_out
1102,45,73.4,0.211,field_out
1755,67,89.3,0.009,field_out
2068,-5,94.2,0.286,grounded_into_double_play
2311,-5,92.7,0.269,single
3992,71,77.3,0.006,field_out
3147,60,92.0,0.003,field_out
4002,44,70.4,0.343,field_out
2635,-45,68.7,0.14,field_out
3623,28,90.6,0.094,field_out
3890,-44,70.5,0.12,field_out
1669,13,102.2,0.886,single
1904,-3,84.7,0.151,field_out
1989,6,102.2,0.617,double
1889,-30,91.9,0.069,field_out
2270,5,103.4,0.574,single
2099,37,101.6,0.391,field_out
2251,32,87.1,0.029,sac_fly
2313,30,99.1,0.503,field_out
2541,12,79.5,0.506,double
2887,8,100.0,0.626,single
2957,17,98.1,0.474,field_out
3908,15,101.4,0.609,field_out
4219,18,81.5,0.946,single
2758,33,81.9,0.04,field_out
4076,36,87.0,0.023,field_out
1867,10,96.2,0.734,field_out
2155,1,88.0,0.309,grounded_into_double_play
2466,17,88.7,0.829,single
1164,-22,89.3,0.1,field_out
1238,2,67.9,0.123,field_out
1305,74,86.4,0.006,field_out
2964,32,101.1,0.574,home_run
3108,-34,95.6,0.06,field_out
3856,26,102.8,0.846,home_run
4252,33,85.1,0.011,field_out
1409,52,85.2,0.02,field_out
1506,28,97.3,0.354,field_out
1603,45,96.8,0.011,field_out
147,-11,71.9,0.049,field_out
205,29,72.5,0.757,single
303,-42,61.9,0.131,single
368,10,93.3,0.631,single
505,28,79.7,0.134,single
565,-6,80.9,0.1,field_out
1866,-52,71.9,0.231,field_out
2030,24,81.9,0.374,field_out
856,32,91.8,0.077,field_out
907,-25,70.1,0.051,field_out
2571,-24,86.8,0.117,field_out
1297,8,95.5,0.577,field_out
3583,40,94.8,0.037,field_out
3729,45,96.6,0.011,field_out
1376,5,68.1,0.206,field_out
1697,28,73.3,0.74,field_out
2990,27,74.4,0.729,single
3052,19,75.0,0.957,single
3333,-50,63.3,0.234,field_out
2370,-13,99.6,0.2,field_out
2683,8,60.0,0.186,double
3338,0,82.2,0.223,single
4198,36,100.8,0.397,home_run
2112,6,80.3,0.294,grounded_into_double_play
2567,12,105.9,0.877,single
1772,-3,101.1,0.349,field_out
1834,19,77.0,0.969,single
1899,32,86.4,0.029,double
2279,58,93.7,0.011,field_out
2686,-29,96.9,0.071,field_out
2613,68,85.1,0.003,field_out
2925,27,76.4,0.517,single
3093,55,44.9,0.031,field_out
3349,-2,90.4,0.257,field_out
3764,-18,102.5,0.163,field_out
55,-11,87.6,0.117,field_out
79,43,76.9,0.06,field_out
224,29,106.0,0.917,home_run
351,-6,104.1,0.314,single
331,20,80.8,0.854,single
399,54,99.2,0.006,field_out
644,43,91.2,0.003,field_out
425,30,89.7,0.069,field_out
650,53,97.9,0.003,field_out
737,-9,67.1,0.077,single
664,8,72.9,0.249,field_out
938,47,90.5,0.0,sac_fly
1167,-32,84.6,0.071,field_out
1343,-4,92.8,0.294,single
1587,30,101.6,0.709,home_run
968,13,80.7,0.606,field_out
1271,23,75.9,0.829,single
1485,9,102.2,0.76,single
1625,3,58.5,0.109,field_out
1811,30,83.5,0.054,field_out
1763,26,85.2,0.129,field_out
1978,23,107.1,0.937,single
2249,-24,104.5,0.134,field_out
2021,24,90.0,0.154,field_out
2283,17,84.1,0.966,single
2316,48,95.7,0.009,field_out
2439,26,113.7,1.0,home_run
2672,40,91.1,0.011,field_out
3870,8,105.5,0.72,double
4243,22,106.9,0.9,home_run
3522,-38,73.4,0.054,field_out
3836,22,87.9,0.249,field_out
1837,37,90.6,0.046,field_out
2206,-19,92.2,0.086,field_out
3215,54,90.8,0.006,field_out
3377,-70,61.7,0.18,field_out
2755,66,87.9,0.006,field_out
2891,5,86.1,0.4,force_out
3396,49,100.9,0.011,field_out
3613,60,72.5,0.014,field_out
2395,-14,89.4,0.109,force_out
1784,34,95.0,0.117,field_out
1841,-37,87.6,0.066,field_out
176,-2,96.0,0.303,single
281,6,100.1,0.537,double
362,-5,102.6,0.34,field_out
2226,21,86.6,0.369,field_out
2715,19,98.8,0.354,field_out
463,5,58.3,0.134,field_out
526,25,88.3,0.114,field_out
3260,20,100.5,0.414,field_out
3544,26,110.4,0.991,home_run
553,44,67.8,0.354,single
733,46,88.5,0.006,field_out
756,-21,100.6,0.14,force_out
868,7,113.9,0.754,single
1001,37,79.6,0.031,field_out
1149,3,71.8,0.149,field_out
793,72,77.4,0.003,field_out
903,3,100.5,0.5,single
1223,-11,99.8,0.234,field_out
1280,21,99.9,0.443,field_out
1478,30,107.4,0.957,home_run
1207,38,97.0,0.114,field_out
1377,17,73.5,0.763,single
1514,25,86.4,0.126,field_out
1786,35,105.3,0.697,home_run
1524,-4,102.2,0.354,field_out
1653,24,100.5,0.56,home_run
1682,42,96.5,0.057,field_out
1781,50,88.0,0.011,field_out
1911,50,81.8,0.026,field_out
2384,20,77.3,0.963,single
2723,-19,72.8,0.046,grounded_into_double_play
2940,14,110.4,0.726,single
2921,63,77.7,0.003,field_out
3521,22,95.2,0.214,double
3996,16,108.1,0.611,field_out
3813,83,94.7,0.006,field_out
2531,34,97.8,0.237,field_out
12,-10,100.3,0.254,force_out
16,30,90.5,0.069,field_out
59,24,72.7,0.946,single
3954,-27,84.6,0.083,field_out
164,1,103.7,0.429,field_out
189,-22,72.4,0.074,grounded_into_double_play
1489,40,96.1,0.069,sac_fly
1593,24,95.8,0.266,triple
561,16,60.5,0.277,field_out
579,3,101.7,0.529,field_out
2219,-6,99.7,0.269,force_out
2393,-61,64.9,0.237,single
800,69,72.2,0.0,field_out
2598,4,86.3,0.357,field_out
2908,15,94.4,0.869,double
3357,-11,90.5,0.126,field_out
1104,21,93.1,0.251,double
1161,21,106.9,0.846,home_run
1196,-33,52.8,0.123,field_out
881,17,103.6,0.54,field_out
1061,15,101.5,0.686,single
1163,4,107.9,0.577,single
2019,9,93.4,0.583,single
1289,-8,75.1,0.066,field_out
1314,15,92.6,0.886,single
1334,43,103.3,0.169,home_run
1434,-7,95.5,0.231,field_error
1738,-2,101.8,0.391,field_out
1954,37,100.1,0.266,home_run
2080,-1,67.4,0.103,field_out
3168,-27,62.6,0.051,grounded_into_double_play
4082,36,104.8,0.657,field_out
3546,29,93.6,0.197,field_out
2983,-48,74.6,0.151,field_out
2905,38,107.5,0.64,home_run
3306,-5,71.2,0.117,field_out
4041,-49,77.6,0.177,field_out
4095,-10,102.3,0.266,field_out
3420,-20,63.6,0.049,field_out
3837,42,97.8,0.074,field_out
3355,41,78.8,0.026,field_out
3456,0,93.7,0.349,field_out
4124,32,98.1,0.343,home_run
4086,-36,52.1,0.146,field_out
2479,1,107.0,0.491,field_out
2514,18,70.7,0.8,single
4135,18,88.7,0.706,triple
2432,-4,98.0,0.317,field_out
2548,20,90.9,0.374,double
3482,-69,68.1,0.246,field_out
3754,24,100.7,0.626,double
3573,25,108.0,0.966,home_run
3835,53,68.0,0.109,field_out
64,13,98.5,0.92,single
125,18,81.1,0.951,single
38,57,76.4,0.043,field_out
61,-3,91.0,0.257,single
238,35,53.7,0.291,field_out
249,22,104.3,0.749,double
283,-5,97.1,0.277,single
309,-55,89.2,0.217,field_error
396,20,94.5,0.3,single
453,30,98.4,0.44,home_run
501,-13,77.1,0.057,field_out
339,69,65.0,0.0,field_out
538,26,75.7,0.606,field_out
1225,35,95.3,0.097,field_out
591,25,38.6,0.234,field_out
717,3,71.0,0.157,single
810,-26,83.9,0.083,field_out
861,88,70.2,0.003,field_out
1370,5,67.8,0.206,field_out
1578,-14,95.2,0.186,field_out
1797,75,67.4,0.006,field_out
1216,56,72.6,0.066,field_out
1372,42,88.8,0.0,field_out
1586,20,90.6,0.374,double
2751,-15,75.9,0.037,field_out
1882,-18,77.5,0.063,field_out
2043,-1,89.9,0.286,field_out
3772,47,83.7,0.02,field_out
3917,75,63.9,0.006,field_out
2773,3,90.4,0.394,grounded_into_double_play
3520,2,90.9,0.394,single
3454,-5,78.5,0.094,field_out
3719,-4,70.9,0.123,field_out
3978,62,97.0,0.017,field_out
2844,-42,94.8,0.06,field_out
3373,39,87.4,0.014,field_out
3648,28,92.2,0.1,field_out
2788,64,88.2,0.009,field_out
3783,22,103.9,0.749,double
1966,52,88.6,0.009,field_out
3092,31,96.8,0.326,field_out
3175,3,92.6,0.431,grounded_into_double_play
3605,-38,80.1,0.083,force_out
11,13,103.2,0.871,single
320,-68,61.6,0.2,field_out
462,-34,79.2,0.057,force_out
490,21,74.1,0.974,single
23,55,89.3,0.011,field_out
247,23,81.7,0.511,single
284,14,106.8,0.729,single
558,38,57.8,0.329,field_out
600,-25,88.0,0.123,field_out
627,32,108.9,0.971,home_run
666,53,90.2,0.006,field_out
360,6,96.1,0.52,field_out
499,-13,99.4,0.229,field_out
841,34,93.1,0.083,field_out
923,69,67.6,0.0,field_out
612,-3,103.5,0.397,field_out
882,21,112.2,0.949,home_run
948,19,88.8,0.589,field_out
1209,54,96.8,0.0,field_out
1256,21,89.9,0.309,double
1452,43,104.1,0.234,field_out
1044,33,93.1,0.109,field_out
1322,-11,98.0,0.277,field_out
1560,23,98.6,0.446,field_out
1879,32,100.5,0.497,home_run
1973,29,83.2,0.074,field_out
1576,7,105.8,0.683,force_out
1615,10,94.4,0.691,single
2065,-9,74.1,0.054,field_out
2196,9,88.4,0.554,single
2377,51,87.8,0.011,field_out
3029,3,96.4,0.457,single
2578,-1,81.8,0.217,field_out
2992,-19,77.4,0.054,field_out
3757,83,79.4,0.003,field_out
4025,13,98.4,0.92,single
3294,26,106.7,0.951,home_run
3843,34,92.8,0.083,field_out
4161,-76,55.5,0.154,field_out
3494,82,63.0,0.006,field_out
4115,16,106.7,0.62,field_out
3586,3,75.8,0.194,field_out
3669,-6,102.4,0.269,field_out
3781,12,82.3,0.56,field_out
2825,29,85.3,0.063,field_out
2848,8,101.0,0.617,single
3224,-20,86.6,0.091,grounded_into_double_play
3631,1,99.5,0.469,single
3134,13,74.5,0.394,field_out
3243,19,104.8,0.643,double
225,6,108.9,0.694,single
2814,30,86.4,0.054,field_out
424,-45,76.6,0.117,field_out
479,11,85.1,0.56,double
645,8,88.6,0.52,double
565,-3,98.0,0.331,field_out
683,-7,87.8,0.169,single
788,8,82.5,0.411,single
838,32,98.4,0.343,field_out
870,22,84.3,0.449,single
1066,22,111.8,0.98,home_run
879,14,108.4,0.74,field_out
1160,1,100.0,0.469,single
1456,0,103.9,0.409,field_out
1078,41,75.8,0.083,field_out
1594,5,94.2,0.511,single
1722,-5,97.9,0.26,field_out
